brand,title,stock_status,product_price,cash_discount_price,emi_price,processor,webcam,warranty,url
Asus,ASUS ROG STRIX G17 G713RM 17.3 INCH FHD DISPLAY RYZEN 7 6800H 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS,In Stock,222000,222000,233544,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)","FHD 1080P 60FPS external camera
","2 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-rog-strix-g17-g713rm-173-inch-laptop
MSI,MSI Modern 15 B12M 15.6 inch Full HD Display Core i5 12th Gen 16GB RAM 512GB SSD Laptop,In Stock,90000,84900,89315,"Intel Core i5-1235U Processor (12M Cache, up to 4.40 GHz) Core: 10 Thread: 12 (Performance-cores- 2 Efficient-cores- 8)",HD type (,02 years warranty,https://www.techlandbd.com/msi-modern-15-b12m-core-i5-16gb-ram-laptop
Asus,Asus VivoBook Pro 15 M3500QC 15.6 inch Full HD Display Ryzen 7 5800H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,In Stock,145000,139500,146754,"AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)
","720p HD camera
","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-pro-15-m3500qc-gaming-laptop
Asus,ASUS TUF GAMING A15 FA506IHRB 15.6 INCH FULL HD 144HZ DISPLAY RYZEN 5 4600H 8GB RAM 512GB SSD LAPTOP WITH GTX 1650 4GB GRAPHICS,In Stock,89989,89989,94668,"Ryzen 5 4600H Processor (3.0GHz up to 4.0GHz, 6 core, 12 Thread, 11M Cache)","HD web camera
",02 years International Limited Warranty (Battery 1 year),https://www.techlandbd.com/asus-tuf-a15-fa506ihrb-156-laptop-graphite-black
MSI,MSI Modern 15 B12M 15.6 inch Full HD Display Core i5 12th Gen 8GB RAM 512GB SSD Laptop,In Stock,84900,81000,85212,"Intel Core i5-1235U Processor (12M Cache, up to 4.40 GHz) Core: 10 Thread: 12 (Performance-cores- 2 Efficient-cores- 8)",HD type (,02 years warranty,https://www.techlandbd.com/msi-modern-15-b12m-core-i5-laptop
Walton,Walton Tamarind EX10 Pro 14-inch Full HD Display core i5 10 gen 8GB RAM 512GB SSD Laptop,In Stock,54550,54550,57387,Intel Core i5-1035G1 1.0GHz up to 3.60 GHz( 6MB Intel Smart Cache),1.0M HD video camera,02-years warranty,https://www.techlandbd.com/walton-tamarind-ex310-pro-i5-laptop
Walton,Walton Tamarind EX10 Pro 14-inch Full HD Display core i7 10 gen 8GB RAM 512GB SSD Laptop,In Stock,74550,64550,67907,Intel Core i7-1065G7 1.30GHz up to 3.90 GHz( 8MB Intel Smart Cache),1.0M HD video camera,02-years warranty,https://www.techlandbd.com/walton-tamarind-ex310-pro-i7-laptop
MSI,MSI KATANA 15 B13VEK 15.6 INCH FHD 144HZ DISPLAY CORE I7 13TH GEN 16GB DDR5 RAM 1TB SSD GAMING LAPTOP WITH RTX 4050 6GB GRAPHICS,In Stock,189900,187000,196724,Processor: Intel® Core™ I7 Processors ,HD Type (,2 Years,https://www.techlandbd.com/msi-katana-15-b13vek-gaming-laptop
Asus,ASUS X415KA INTEL CDC N4500 14.0 INCH INTEL CELERON FULL HD DISPLAY 4GB RAM 1TB HDD LAPTOP,In Stock,44000,40500,42606,Intel Celeron cdc n4500 ,"720p HD camera
",2 years,https://www.techlandbd.com/asus-x415ka-laptop
MSI,MSI GF63 Thin 11SC 15.6 inch FHD 144HZ Display Core i5 11th Gen 8GB RAM 512GB SSD Gaming Laptop with GTX 1650 4GB Graphics,In Stock,96000,89990,94669,"Intel Core i5-11400H Processor( 12M Cache, 2.70 GHz up to 4.50 GHz)","HD type (30fps 720p)
",02 Years International Warranty ,https://www.techlandbd.com/msi-gf63-thin-11sc-core-i5-gaming-laptop
Asus,Asus VivoBook Pro 15 M3500QC-DB71 15.6 inch Full HD OLED Display Ryzen 7 5800H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,In Stock,149500,144500,152014,"AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)
","720p HD camera
","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-vivobook-pro-15-m3500qc-db71-gaming-laptop
Dell,DELL XPS 15 9520 15.6 INCH 3.5K OLED DISPLAY INTEL I7 12TH GEN 16GB RAM 512GB SSD LAPTOP WITH RTX 3050 TI 4GB GRAPHICS,In Stock,350000,344990,362929,"Intel Core i7 12700H 4.60GHz
(Core 14 Thread 20)
","HD Webcam
","2 Year (2 Year for Battery and Adapter)
",https://www.techlandbd.com/dell-xps-15-9520-intel-i7-12th-gen-laptop
Lenovo,Lenovo IdeaPad Slim 5 Pro 14ACN6 14 inch 2.2K Display Ryzen 5 5600U 16GB RAM 512GB SSD laptop (3 years Warranty),In Stock,93000,92000,96784,"AMD Ryzen 5 5600U Processor (6 Cores / 12 Threads, 2.30 GHz, up to 4.20 GHz with Max Boost, 3 MB Cache L2 / 16 MB Cache L3)
","720P HD & IR + ToF
",,https://www.techlandbd.com/lenovo-ideapad-slim-5-pro-14acn6-laptop
MSI,MSI Vector GP66 12UE 15.6 inch Full HD 240Hz Display Core i7 12th Gen 16GB RAM 1TB SSD Gaming Laptop with RTX 3060 6GB Graphics,In Stock,227000,224500,236174,"Intel Core i7-12700H ( 14 Core, 20 Thread - 24M Cache, 3.50 GHz up to 4.70 GHz )",FHD type (,"2 Year Warranty Term for Gaming (SEA)
",https://www.techlandbd.com/msi-vector-gp66-12ue-gaming-laptop
Asus,Asus VivoBook 15 S513EQ 15.6 inch Full HD OLED Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop With MX350 DDR5 2GB Graphics,In Stock,119000,119000,125188,"Intel Core i7-1165G7 Processor (12M Cache, Cores- 4, Threads- 8, 2.80 GHz Turbo Speed Up to 4.7 GHz)
","720p HD camera
",2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-15-s513eq-core-i7-laptop
MSI,MSI KATANA 17 B13VEK 17.3 INCH FULL HD 144 HZ DISPLAY CORE I7 13TH GEN 16GB RAM 1TB SSD GAMING LAPTOP WITH RTX 4050 6GB GRAPHICS,In Stock,254900,192900,202931,Processor: Intel® Core™ i7 Processors,HD type (,2 Years,https://www.techlandbd.com/msi-katana-17-b13vek-core-i7-13th-gen-gaming-laptop
Walton,Walton Tamarind MX711G 14 inch Full HD Display Core i7 11th gen 8GB RAM 512GB SSD Laptop,In Stock,84500,76000,79952,"Intel Core i7-1165G7 processor (1.2GHz - 2.8GHz, up to 4.7GHz)
"," 1.0M HD video camera (Windows Hello Camera optional)
",02-years warranty,https://www.techlandbd.com/walton-tamarind-mx11-core-i7-laptop
Asus,Asus VivoBook 15 S513EQ 15.6 inch OLED Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop With MX350 2GB Graphics,In Stock,102500,99890,105084,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
","720p HD camera
",2 years of international Warranty,https://www.techlandbd.com/asus-vivobook-15-s513eq-core-i5-laptop
Lenovo,LENOVO IDEAPAD SLIM 5I 14 INCH FULL HD DISPLAY INTEL I5 11TH GEN 16GB RAM 512GB SSD LAPTOP (3 years Warranty),In Stock,0,0,0,"Intel Core i5-1135G7 Processor
8M Cache, up to 4.20 GHz"," 720P CAM + ToF + P SHUTTER
",,https://www.techlandbd.com/lenovo-ideapad-slim-5i-i5-11th-gen-laptop
Walton,WALTON PASSION BX PRO 15.6 INCH FHD I7 10TH GEN 4GB RAM 1TB HDD LAPTOP,In Stock,75000,73000,76796,Intel® Core™ i7-10510U processor,1.0MP HD video camera with built-in microphone,2 Years,https://www.techlandbd.com/walton-passion-bx-pro-i7-10th-gen-laptop
Asus,ASUS ExpertBook B3 Flip B3402FEA 14 inch Full HD Touch Display Core i7 11th Gen 16GB RAM 512GB SSD 2 in 1 Laptop,In Stock,115000,110500,116246,"Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)
",720p HD camera ,3 years international warranty with battery & adapter,https://www.techlandbd.com/asus-expertbook-b3-flip-b3402fea-laptop
Walton,WALTON PRELUDE N5000B 14.0 INCH LED BACKLIT DISPLAY INTEL PENTIUM SILVER N5000 8GB DDR4 RAM 256GB M.2 SSD LAPTOP,In Stock,30500,30500,32086,"Intel Pentium Silver N5000 processor
14nm, 1.1GHz, DDR4-2400MHz, 4MB Smart Cache, TDP: 6W",1.0M HD video camera,2 years,https://www.techlandbd.com/walton-prelude-n5000b-laptop
Lenovo,LENOVO IDEAPAD D330 10.1 INCH FHD DISPLAY INTEL CELERON N4020 4GB RAM 128GB EMMC DETACHABLE 2 IN 1 TOUCH LAPTOP,In Stock,37500,35800,37662,"Intel Celeron N4020 Processor (4M Cache, 1.10 GHz up to 2.60 GHz)
","Front 2.0-megapixel RGB, fixed focus",1 years,https://www.techlandbd.com/lenovo-ideapad-d330-laptop
Asus,Asus VivoBook 15 E510MA 15.6 inch Full HD Display Intel CDC N4020 4GB RAM 512GB SSD Laptop,In Stock,46000,46000,48392,"Intel Celeron N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-e510ma-intel-cdc-laptop
Walton,WALTON PASSION BX7800 14.0 INCH FHD I7 8TH GEN 8GB RAM 1TB HDD LAPTOP,In Stock,59950,53950,56755,Intel® Core™ i7-8550U Processor,1.0M HD video camera,2 Years,https://www.techlandbd.com/walton-passion-bx7800-i7-8th-gen-laptop
Asus,Asus VivoBook 15 E510MA 15.6 inch Full HD IPS Display Intel CDC N4020 4GB RAM 256GB SSD Laptop,In Stock,42500,42500,44710,"Intel Celeron N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores)
","VGA camera
",02 Years Warranty (01 year warranty of Battery and Adapter ),https://www.techlandbd.com/asus-vivobook-15-e510ma-intel-cdc-laptop-metal
Apple,Apple MacBook Pro MYD92PA/A MBP 13.3-inch Full HD Retina Display M1 Chip 8GB RAM 512GB SSD Laptop (Space Gray),In Stock,155000,155000,163060,"Apple M1 chip
8-core CPU with 4 performance cores and 4 efficiency cores
8-core GPU
16-core Neural Engine","720p FaceTime HD camera
","01 year International Limited Warranty
",https://www.techlandbd.com/macbook-pro-myd92pa-m1-chip-512gb-laptop-space-gray
Apple,Apple Macbook Pro M2 13.3 inch Retina display M2 chip 8GB RAM 512GB SSD Laptop (Space Grey),In Stock,186000,186000,195672,Apple M2 chip ,720p FaceTime HD camera ,"01 year International Limited Warranty
",https://www.techlandbd.com/apple-macbook-pro-m2-512gb-ssd-laptop-space-grey
Apple,Apple MacBook Pro (MYD82) 13.3-inch Full HD Retina Display M1 Chip 8GB RAM 256GB SSD Laptop (Space gray),In Stock,142000,142000,149384,"Apple M1 chip
8-core CPU with 4 performance cores and 4 efficiency cores
8-core GPU
16-core Neural Engine","720p FaceTime HD camera
","01 year International Limited Warranty
",https://www.techlandbd.com/macbook-pro-myd82pa-m1-chip-256gb-laptop-space-gray
Apple,Apple MacBook Pro MYDA2PA/A MBP 13.3-inch Full HD Retina Display M1 Chip 8GB RAM 256GB SSD Laptop (Silver),In Stock,142000,142000,149384,"Apple M1 chip
8-core CPU with 4 performance cores and 4 efficiency cores
8-core GPU
16-core Neural Engine","720p FaceTime HD camera
",01 year International Limited Warranty ,https://www.techlandbd.com/macbook-pro-myda2pa-m1-chip-256gb-laptop-silver
Asus,ASUS EXPERTBOOK P1 P1512CEA CORE I7 11TH GEN 8GB RAM 512GB SSD 15.6 INCH FHD LAPTOP,In Stock,96000,96000,100992,Processor Brand: Intel ,"720p HD camera
",3 Years,https://www.techlandbd.com/asus-expertbook-p1-p1512cea-core-i7-laptop
Asus,ASUS ExpertBook B1 B1400CEAE 14 inch Full HD Display Core i3 11th Gen 4GB RAM 512GB SSD Laptop,In Stock,68900,65300,68696,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)
","720p HD camera
",3 years international warranty with battery & adapter,https://www.techlandbd.com/asus-expertbook-b1-b1400ceae-core-i3-laptop
Asus,ASUS TUF F15 FX506HE 15.6 INCH 144HZ FULL HD DISPLAY I5 11TH GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 TI 4GB GRAPHICS,In Stock,133500,129500,136234,"Intel Core i5-11400H Processor (2.7GHz up to 4.5GHz, 6 core, 12M Cache)","HD web camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-f15-fx506he-i5-laptop-eclipse-grey
Asus,ASUS TUF F15 FX506HE 15.6 INCH 144HZ FULL HD DISPLAY I7 11TH GEN 8GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 TI 4GB GRAPHICS - GRAPHITE BLACK,In Stock,146000,146000,153592,"Intel Core i7-11800H Processor (2.7GHz up to 4.5GHz, 6 core, 12M Cache)","HD web camera
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),https://www.techlandbd.com/asus-tuf-f15-fx506he-i7-laptop-graphite-black
Lenovo,Lenovo V14 14 inch HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop,In Stock,53000,53000,55756," Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)
","720p HD with PrivacyShutter
","03 years International Limited Warranty (Terms & condition Apply As Per Lenovo)
",https://www.techlandbd.com/lenovo-v14-core-i3-laptop
Asus,ASUS TUF FA506QM 15.6 INCH FHD 144HZ DISPLAY RYZEN 7 5800H 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS - GRAPHITE BLACK,In Stock,176000,176000,185152,"AMD Ryzen™ 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)",720P HD camera,"2 Years International (Battery, Adapter 1 year)",https://www.techlandbd.com/asus-tuf-gaming-a15-fa506qm-156-r7-laptop
Asus,ASUS TUF Gaming A15 FA506ICB 15.6 inch FHD 144Hz Display Ryzen 7 4800H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,In Stock,128000,128000,134656,"AMD Ryzen 7 4800H Processor 2.9 GHz (8M Cache, up to 4.2 GHz)",720P HD camera,"2 Years International (Battery, Adapter 1 year)",https://www.techlandbd.com/asus-tuf-gaming-a15-fa506ic-laptop
Lenovo,Lenovo Note V14 14 inch HD Display Core i3 11th Gen 4GB RAM 1TB HDD 256GB SSD Laptop,In Stock,56500,56500,59438," Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)
","720p HD with PrivacyShutter
","03 years International Limited Warranty (Terms & condition Apply As Per Lenovo)
",https://www.techlandbd.com/lenovo-note-v14-core-i3-laptop
Asus,ASUS ExpertBook B1 B1400CEAE 14 inch Full HD Display Core i3 11th Gen 4GB RAM 1TB SSD Laptop,In Stock,62000,62000,65224,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)
","720p HD camera
",3 years international warranty with battery & adapter,https://www.techlandbd.com/asus-expertbook-b1-b1400ceae-core-i3-laptop-star-black
MSI,MSI KATANA 15 B12UDXK 15.6 INCH FHD 144HZ DISPLAY CORE I5 12TH GEN 16GB DDR5 RAM 1TB SSD GAMING LAPTOP WITH RTX 3050 4GB GRAPHICS,In Stock,139000,139000,146228,Processor: Intel® Core™ I5 Processors ,HD Type (,2 Years,https://www.techlandbd.com/msi-katana-15-b12udxk-gaming-laptop
Asus,ASUS ROG ZEPHYRUS G15 GA503RM 15.6 INCH WQHD 240HZ DISPLAY RYZEN 7 6800HS 16GB DDR5 RAM 1TB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS,In Stock,245000,240000,252480,"AMD Ryzen 7 6800HS Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)
","720P HD IR Camera for Windows Hello
","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",https://www.techlandbd.com/asus-rog-zephyrus-g15-ga503rm-gaming-laptop
Lenovo,Lenovo IdeaPad Slim 3i 15.6 inch Full HD Display Core i3 11th Gen 8GB RAM 1TB HDD Laptop (Abyss Blue),In Stock,55500,55500,58386,"Intel Core i3-1115G4 Processor (6MB cache, 3.0 GHz up to 4.1 GHz)
","FW TPM 2.0,Camera Privacy Shutter ",2 years International Limited Warranty (Terms & conditions Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-slim-3i-core-i3-8gb--laptop
Dell,Dell Inspiron 15 3501 15.6 Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD 512GB SSD Laptop (Blue),In Stock,56000,55000,57860,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",Integrated widescreen HD (720p) Webcam with Single Digital Microphone,"2 years Warranty
",https://www.techlandbd.com/dell-inspiron-15-3501core-i3-512gb-ssd-laptop-blue
Lenovo,Lenovo IdeaPad Slim 3i 15.6 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop (Abyss Blue),In Stock,74000,74000,77848,"Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","FW TPM 2.0,Camera Privacy Shutter ",2 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-slim-3i-i5-11th-gen-fhd-laptop
Asus,Asus VivoBook 15 M515DA 15.6 inch Full HD Display Ryzen 3 3250U 4GB RAM 1TB HDD Laptop,In Stock,52000,52000,54704,"AMD Ryzen 3 3250U Processor 2.6 GHz (4M Cache, up to 3.5 GHz, 2 cores)
","VGA camera
",2 Years international Warranty ( Battery and Adapter 01 Year ),https://www.techlandbd.com/asus-m515da-amd-ryzen-3-laptop
Lenovo,Lenovo IdeaPad Slim 3i 14 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop,In Stock,74500,74500,78374,"Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","FW TPM 2.0,Camera Privacy Shutter ",2 years International Limited Warranty (Terms & condition Apply As Per Lenovo),https://www.techlandbd.com/lenovo-ideapad-slim-3i-core-i5-11th-gen-fhd-laptop
MSI,MSI CREATOR Z16 HX STUDIO B13VFTO 16 INCH QHD+ 120HZ DISPLAY CORE I7 13TH GEN 32GB RAM 2TB SSD GAMING LAPTOP WITH RTX 4060 8GB GRAPHICS,In Stock,442000,442000,464984,"Intel® Core™ i7-13700HX (2.10GHz up to 5.00GHz, 30MB Cache)",IR HD type (,2 Years,https://www.techlandbd.com/msi-creator-z16-hx-studio-b13vfto-gaming-laptop
Acer,Acer Aspire 3 A315-23 15.6 inch FHD Display AMD Ryzen 3 3250U 8GB RAM 256GB SSD Laptop,In Stock,47000,47000,49444,"AMD Ryzen 3 3250U
(Processor Core 2 Processor Thread 4)
(Processor Frequency 2.6 GHz Up To 3.5 GHz)
",HD 720P Smart Webcam,02 Years Warranty ( Battery and Adapter 1 year),https://www.techlandbd.com/acer-aspire-3-a315-23-ryzen-3-laptop
MSI,MSI SWORD 15 A12UCX 15.6 INCH FHD 144HZ DISPLAY CORE I5 12TH GEN 8GB RAM 512GB SSD GAMING LAPTOP WITH RTX 2050 4GB GRAPHICS,In Stock,134000,134000,140968,Alder Lake i5-12450H 12 MB Cache ,HD type (,2 Years,https://www.techlandbd.com/msi-sword-15-a12ucx-gaming-laptop
Lenovo,LENOVO IDEAPAD SLIM 3I 15.6 INCH FULL HD INTEL I3 11TH GEN 8GB RAM 512GB SSD LAPTOP,In Stock,61000,61000,64172,Intel Core i3 11th 3.00 GHz up to 4.10 GHz ,"HD Camera
","02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo)
",https://www.techlandbd.com/lenovo-ideapad-slim-3i-fhd-laptop
Acer,Acer Aspire 3 A315-23 15.6 inch FHD Display AMD Ryzen 3 3250U 8GB RAM 1TB HDD & 256GB SSD Laptop,In Stock,49500,45990,48381,"AMD Ryzen 3 3250U (2.6 GHz Up To 3.5 GHz, 1 MB L2 Cache, 2 Cores) Processor, Default TDP 15W, AMD Configurable TDP 12-25W ,14nm",HD 720P Smart Webcam,02 Years Warranty ( Battery and Adapter 1 year),https://www.techlandbd.com/acer-aspire-3-a315-23-ryzen-3-laptop-bd
Acer,Acer Swift SF314 -43-R2EV 14 inch FHD IPS Display Ryzen 5 5500U 8GB RAM 512GB SSD Laptop,In Stock,79000,72990,76785,"AMD Ryzen 5 5500U Processor (8M Cache, 2.1GHz up to 4.0GHz, 6 cores)
",280 x 720 resolution,02 Years Warranty,https://www.techlandbd.com/acer-swift-sf314-43-5500u-laptop-bd
MSI,MSI RAIDER GE68 HX 13VG 16 INCH UHD+ 120HZ DISPLAY CORE I9 13TH GEN 32GB DDR5 RAM 2TB SSD GAMING LAPTOP WITH RTX 4070 8GB GRAPHICS,In Stock,520000,515000,541780,13th Gen Intel® Core™ i9-13950HX Processor ,"IR FHD type (30fps @ 1080p)
",2 Years,https://www.techlandbd.com/msi-raider-ge68-hx-13vg-gaming-laptop
Acer,Acer Nitro 5 AN515-56 15.6 inch Full HD 144Hz Display Core i7 11th Gen 8GB RAM 256GB SSD 1TB HDD Gaming Laptop with GTX 1650 4GB Graphics,In Stock,132000,132000,138864,"Intel Core i7-11370H Processor (12M Cache, 3.30 GHz up to 4.80 GHz, with IPU)
", Acer HD Cam,,https://www.techlandbd.com/acer-nitro-5-an515-56-core-i7-gaming-laptop
Acer,ACER NITRO 5 AN515-58-74EF 15.6 INCH QHD DISPLAY CORE I7 12TH GEN 16GB RAM 1TB SSD LAPTOP WITH RTX 3060 6GB GRAPHICS,In Stock,232190,210000,220920,Model: Intel® Core™ i7-12700H,Video conferencing: UFC with Narrow USB HD camera,2 Years,https://www.techlandbd.com/acer-nitro-5-an515-58-i7-12th-gen-laptop
HP,HP Pavilion 15-eg0121TX Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX450 2GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i7-1165G7 (up to 4.7 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 4 cores)
","HP Wide Vision 720p HD camera with integrated dual array digital microphones
","3 Years International Limited Warranty (Terms & condition Apply As Per HP) (MOON 2010NIA)
",https://www.techlandbd.com/hp-pavilion-15-eg0121tx-laptop
HP,HP Pavilion 15-eg0568TU 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"Intel Core i7-1165G7 (up to 4.7 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads)
","HP Wide Vision 720p HD camera with integrated dual array digital microphones
","3 years (Battery, Adapter 1 Year)
",https://www.techlandbd.com/hp-pavilion-15-eg0568tu-laptop
HP,HP PAVILION 15-EG2072TU 15.6 INCH FULL HD DISPLAY INTEL I7 12TH GEN 8GB RAM 512GB SSD LAPTOP,Out Of Stock,,Not Available,Not Available,Intel® Core™ i7-1260P Processor ,"HP True Vision 720p HD
",2 years,https://www.techlandbd.com/hp-pavilion-15-eg2072tu-laptop
HP,HP PAVILION 15-DK2678TX 15.6 INCH FULL HD DISPLAY INTEL I7 11th Gen 16GB RAM 1TB HDD 256GB SSD GAMING LAPTOP WITH RTX 3050 4GB GRAPHICS,Out Of Stock,,Not Available,Not Available,"Intel® Core i7-11370H (up to 4.8 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 4 cores)
","HP TrueVision HD Camera With Integrated Dual Array Digital Microphone
",3 years,https://www.techlandbd.com/hp-pavilion-gaming-15-dk2678tx-core-i7-laptop
HP,HP PAVILION 15-cs3049TX 15.6 inch Core i7 10TH GEN 8GB 512GB SDD Laptop with MX250 4GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i7-1065G7 (1.3 GHz base frequency, up to 3.9 GHz with Intel Turbo Boost Technology, 8 MB cache, 4 cores)",HP TrueVision HD Camera with integrated dual array digital microphone,3 Year International Warranty (Battery & Adapter 01 Year),https://www.techlandbd.com/hp-pavilion-15-cs3049tx-512gb-graphics-laptop
HP,HP Pavilion 15-eg0112TX 15.6-Inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop with MX450 2GB Graphics,Out Of Stock,,Not Available,Not Available,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",HP True Vision 720p HD camera with integrated dual array digital microphones,3 Years,https://www.techlandbd.com/hp-pavilion-15-eg0112tx-core-i5-laptop
HP,HP Pavilion 15-eh1678AU 15.6 Inch Full HD Display Ryzen 7 5700U 8GB RAM 512GB SSD Laptop,Out Of Stock,,Not Available,Not Available,"AMD Ryzen 7 5700U (up to 4.3 GHz max boost clock 8 MB L3 cache 8 cores, 16 threads)",HP Wide Vision 720p HD camera with integrated dual array digital microphones,03 years International Limited Warranty (Terms & condition Apply As Per HP),https://www.techlandbd.com/hp-pavilion-15-eh1678au-laptop
